Sort,Common Name,Scientific Name,Group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size, Global Pop Size# , Pop Size_US-Ca , Pop Size_US-Ca# ,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,BD-g, BD area ,BD-g_s,BD-g_com,ND-g, ND area ,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,CV-b,CV-b certainty,TN-c,TN-c_s,TN-c_com,CV-w,CV-w certainty,PT-c,PT-c_s,PT-c_com,LT % change,LT trend (%/yr),LT trend 90% lcl,LT trend 90% ucl,LT sig,ST % change,ST trend (%/yr),ST trend 90% lcl,ST trend 90% ucl,ST sig,ST yrs,core/extended BBS,LT CI width,N,RA,NxRA,Half-Life,CCS-b,CCS-n,CCS-max,Continental Importance,IUCN Red List 2023,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
893,Slaty-tailed Trogon,Trogon massena,landbird,Trogoniformes,Trogonidae,,0,0,1,1,R,,,4,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,,,,3,"492,084",Natureserve 3.0,,3,"492,084",Natureserve 3.0,,3,MX-NSAC,,,,3,MX-NSAC,humid forest,,,4,PIF CAW 2014,restricted to humid evergreen lowland forest; loss of such forests has been extensive in C.A.; regional experts score PT=5 in SECL,,,,,,,,,,,,,,,,,,14,14,14,Yellow Watch List,,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
916,Blue-capped Motmot,Momotus coeruliceps,landbird,Coraciiformes,Momotidae,"Formerly considered conspecific with Momotus momota, M. lessonii, and M. subrufescens.",0,0,1,0,R,,,5,Panjabi 2017; PIF CAW 2017; MX-NSAC-17,guesstimate,,,,,,,,5,"71,390","eBird, AOU Checklist 57th Suppl.",,5,"71,390","eBird, AOU Checklist 57th Suppl.",,3,Mexican Regional Assessment 2005,used score shared by NECL & SECL,,,3,Mexican Regional Assessment 2005,used score shared by NECL & SECL,,,4,Mexican Regional Assessment 2005,used score shared by NECL & SECL,,,,,,,,,,,,,,,,,,17,17,17,Red Watch List; Tipping Point,,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
917,Lesson's Motmot,Momotus lessonii,landbird,Coraciiformes,Momotidae,"Formerly considered conspecific with Momotus momota, M. coeruliceps, and M. subrufescens.",0,0,1,1,R,,,3,PIF CAW 2016,,,,,,,,,3,"602,133","eBird, AOU Checklist 57th Suppl.",,3,"602,133","eBird, AOU Checklist 57th Suppl.",,2,PIF CAW 2015; Mexican Regional Assessment 2005,used most frequent score amongst regions,,,2,PIF CAW 2015,used most frequent core amongst regions scored,,,3,PIF CAW 2015; Mexican Regional Assessment 2005,used most frequent score amongst regions,,,,,,,,,,,,,,,,,,11,11,11,,,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
918,Whooping Motmot,Momotus subrufescens,landbird,Coraciiformes,Momotidae,"Formerly considered conspecific with Momotus momotus, M. coeruliceps, and M. lessonii.",0,0,0,1,R,,,4,Panjabi 2017; PIF CAW 2017; MX-NSAC-17,(guesstimate),,,,,,,,3,"341,748","BirdLife & HBW, eBird",,3,"341,748","BirdLife & HBW, eBird",,2,PIF CAW 2015,used Panama's score,,,2,PIF CAW 2015,used Panama's score,,,2,PIF CAW 2015,used Panama's score,,,,,,,,,,,,,,,,,,11,11,11,,,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
919,Rufous Motmot,Baryphthengus martii,landbird,Coraciiformes,Momotidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,2,"2,817,448",NatureServe,,2,"2,817,448",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,12,12,12,,,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
920,Keel-billed Motmot,Electron carinatum,landbird,Coraciiformes,Momotidae,Monotypic.,0,0,1,1,R,,,5,Gomez-Panjabi,,,,,,,,,4,"176,925",Natureserve 3.0,,4,"176,925",Natureserve 3.0,,4,MX-NSAC,,,,4,MX-NSAC,primary forest,,,5,PIF CAW 2014,specializes in humid lowland forest in C.A. where extensive habitat loss has occurred,,,,,,,,,,,,,,,,,,18,18,18,Red Watch List; Tipping Point,VU,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
921,Broad-billed Motmot,Electron platyrhynchum,landbird,Coraciiformes,Momotidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,2,"2,873,630",NatureServe,,2,"2,873,630",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,5,PIF CAW 2014,,,,,,,,,,,,,,,,,,,14,14,14,Yellow Watch List; Tipping Point,,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
922,Turquoise-browed Motmot,Eumomota superciliosa,landbird,Coraciiformes,Momotidae,,0,0,1,1,R,,,3,PIF CAW 2016,score change from 4 to 3 recommended by Central Americans in 2016,,,,,,,,4,"242,076",Natureserve 3.0,,4,"242,076",Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion.,,,3,MX-NSAC,tolerant of disturbance,,,3,PIF CAW 2014,tolerant of some clearing; evidence of decline?,,,,,,,,,,,,,,,,,,13,13,13,,,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
923,Ringed Kingfisher,Megaceryle torquata,landbird,Coraciiformes,Alcedinidae,,0,1,1,1,R,,,2,PIFSC-08-PS-g midpoint,more abundant within range than BEKI; more habitat within range than BEKI; more abundant within range than BEKI; more habitat within range than BEKI,"20,000,000","20,000,000", <500 ,500,,PIFSC-16,guestimate based on eBird distribution; founds in 28 lat-long blocks in TX BBA 1987-1992,1,"16,654,825",Natureserve 3.0,,1,"16,654,825",Natureserve 3.0,,2,PIFTC-02; PIFSC-CVS 2022,Not threatened in most of range (KR); tolerant of disturbance (MX-NSAC).,1,M-H,3,PIFTC-02; PIFSC-CVS 2022,tolerant of disturbance,2,M-L,3,MX-NSAC 2008,,,,,,,,,,,,,,,,,,,8,9,9,,,,,Neotropical,Neotropical,Wetlands:  Generalist,,Wetlands:  Generalist,
924,Belted Kingfisher,Megaceryle alcyon,landbird,Coraciiformes,Alcedinidae,,1,1,1,1,M,,,3,"PIFcalc19-bbs0615,ona0105","PIFSC-20: eBird picks up non-breeders south of the border, so overrode eBird % Breeding Pop in US & Canada with 100% and used US/Canada estimate as global estimate","1,800,000","1,800,000","1,800,000","1,800,000",2010.5,"PIFcalc19-bbs0615,ona0105",,1,"13,949,116",Natureserve 3.0,,1,"10,303,824",Natureserve 3.0,,2,PIFTC-02; PIFSC-CVS 2022,DD='no known threats to breeding population or habitats..,2,H,2,PIFTC-02; PIFSC-CVS 2022,DD='no known threats to non-breeding population or habitats.,2,H,4,"BBS7021-AS,JS",,-46.2,-1.21,-1.54,-0.89,1,-3.82,-0.39,-1.56,0.41,,10,core,0.65,3344,0.27,887.79,,10,10,10,,,,,Nearctic,Widespread,Wetlands:  Generalist,,Wetlands:  Generalist,Coasts:  Saltmarsh
986,Strickland's Woodpecker,Dryobates stricklandi,landbird,Piciformes,Picidae,Monotypic. Formerly included in the genus Picoides.,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,5,"18,755",Natureserve 3.0,,5,"18,755",Natureserve 3.0,,3,MX-NSAC,,,,3,MX-NSAC,forest,,,4,MX-NSAC,,,,,,,,,,,,,,,,,,,17,17,17,Red Watch List; Tipping Point,,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,,Forests:  Mesoamerican Pine-Oak,
987,Red-rumped Woodpecker,Dryobates kirkii,landbird,Piciformes,Picidae,Formerly included in the genus Veniliornis.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,3,"685,012",NatureServe,,3,"685,012",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,14,14,14,Yellow Watch List,,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
988,Rufous-winged Woodpecker,Piculus simplex,landbird,Piciformes,Picidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,4,"92,899",NatureServe,,4,"92,899",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,5,PIF CAW 2014,,,,,,,,,,,,,,,,,,,17,17,17,Red Watch List; Tipping Point,,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
989,Stripe-cheeked Woodpecker,Piculus callopterus,landbird,Piciformes,Picidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,5,"5,400",NatureServe,,5,"5,400",NatureServe,,3,PIF CAW 2014,,,,3,PIF CAW 2014,,,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,17,17,17,Red Watch List; Tipping Point,,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
990,Golden-green Woodpecker,Piculus chrysochloros,landbird,Piciformes,Picidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,1,"8,619,875",NatureServe,,1,"8,619,875",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,5,PIF CAW 2014,,,,,,,,,,,,,,,,,,,13,13,13,Yellow Watch List; Tipping Point,,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
991,Golden-olive Woodpecker,Colaptes rubiginosus,landbird,Piciformes,Picidae,,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,2,"1,827,176",Natureserve 3.0,,2,"1,827,176",Natureserve 3.0,,2,MX-NSAC,,,,2,MX-NSAC,tolerant of disturbance,,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,11,11,11,,,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Generalist,,Forests:  Tropical Generalist,
992,Gray-crowned Woodpecker,Colaptes auricularis,landbird,Piciformes,Picidae,Monotypic.,0,0,1,0,R,,,5,Gomez-Panjabi,,,,,,,,,4,"197,267",Natureserve 3.0,,4,"197,267",Natureserve 3.0,,4,MX-NSAC,global score should reflect regional experts' opinion.,,,4,MX-NSAC,moderate habitat loss,,,4,MX-NSAC-12,"MX endemic, all regions suggest PT=4",,,,,,,,,,,,,,,,,,17,17,17,Red Watch List; Tipping Point,,,,Mesoamerican Pacific Lowlands,Mesoamerican Pacific Lowlands,Forests:  Tropical Dry,,Forests:  Tropical Dry,
993,Spot-breasted Woodpecker,Colaptes punctigula,landbird,Piciformes,Picidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,2,"3,381,510",NatureServe,,2,"3,381,510",NatureServe,,2,PIF CAW 2014,,,,2,PIF CAW 2014,,,,2,PIF CAW 2014,,,,,,,,,,,,,,,,,,,9,9,9,,,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
994,Northern Flicker,Colaptes auratus,landbird,Piciformes,Picidae,,1,1,1,1,M,,,2,"PIFcalc19-bbs0615,eBird7017,ona0105",,"12,000,000","12,000,000","11,000,000","11,000,000",2010.5,"PIFcalc19-bbs0615,ona0105",,1,"14,801,848",Natureserve 3.0,,1,"9,828,397",Natureserve 3.0,,3,PIFTC-02; PIFSC-CVS 2022,"DD='populations demonstrably secure'  suggests TB 2.  BNA suports this with statement that populations not seriously endangered by human acitvities.  However, BNA also supports that it is 'moderately vulnerable'  through sensitivity to nest site competiti",3,M-H,2,PIFTC-02; PIFSC-CVS 2022,DD=lack of need for breeding sites nullifies threats associated with breeding season.,2,M-H,4,"BBS7021-AS,JS",,-49.27,-1.32,-1.65,-1.08,1,-16.35,-1.77,-2.21,-1.22,1,10,core,0.57,4557,2.6,11822.04,,10,9,10,,,yes,,Nearctic,Nearctic,Forests:  Generalist,,Forests:  Temperate Generalist,
995,Gilded Flicker,Colaptes chrysoides,landbird,Piciformes,Picidae,,0,1,1,0,R,,,3,"PIFcalc19-eBird7017,bbs0615",,"770,000","770,000","190,000","190,000",2010.5,PIFcalc19-bbs0615,,3,"377,752",Natureserve 3.0,,3,"377,752",Natureserve 3.0,,4,PIFTC-02; PIFSC-CVS 2022,"Should be doing better in MX than in U.S.  Need large tracts of riparian & big trees; don't go into towns; Need info on trends in saguaro!; global score should reflect regional experts' opinion;.  Krueper, Dave: Invasive grasses such as red brome and bufflegrass are increasing frequency and intensity of fire in Sonoran Desert, killing saguaro with little recruitment after.  They do go into towns (CB) but at a lower rate than GIWO; competition from Startliings; with fire saguaros die",3,M-L,3,PIFTC-02; PIFSC-CVS 2022,,2,H,2,"BBS7021-AS,JS",,-14.5,-0.31,-1.67,0.36,,1.46,0.14,-1.66,2.81,,10,core,2.03,40,4.82,192.8,,12,11,12,Previously Watch List,,,,North American Southwest,North American Southwest,Aridlands:  Desert Scrub,Aridlands:  Desert Riparian,Aridlands:  Desert Scrub,Aridlands:  Desert Riparian
997,Cinnamon Woodpecker,Celeus loricatus,landbird,Piciformes,Picidae,,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,4,"297,051",NatureServe,,4,"297,051",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,5,PIF CAW 2014,,,,,,,,,,,,,,,,,,,17,17,17,Red Watch List; Tipping Point,,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
998,Chestnut-colored Woodpecker,Celeus castaneus,landbird,Piciformes,Picidae,Monotypic.,0,0,1,1,R,,,4,PIF CAW 2016,Rango peque o (CAW); score change from 5 to 4 recommended by Central Americans in 2016,,,,,,,,3,"394,772",Natureserve 3.0,,3,"394,772",Natureserve 3.0,,4,MX-NSAC,"humid evergreen and semi-deciduous forest interior specialist, requires large trees.",,,4,MX-NSAC,moderate habitat loss,,,5,PIF CAW 2014,Humid lowland forest specialist that requires large trees/snags; found in 1 region in Mexico (nearly 50% of species' range) where experts indicate major decline,,,,,,,,,,,,,,,,,,16,16,16,Red Watch List; Tipping Point,,,,Gulf-Caribbean Lowlands,Gulf-Caribbean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
999,Lineated Woodpecker,Dryocopus lineatus,landbird,Piciformes,Picidae,,0,0,1,1,R,,,2,Gomez-Panjabi,,,,,,,,,1,"13,622,862",Natureserve 3.0,,1,"13,622,862",Natureserve 3.0,,3,MX-NSAC,,,,2,MX-NSAC,tolerant of disturbance,,,3,PIF CAW 2014,,,,,,,,,,,,,,,,,,,9,8,9,,,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1000,Pileated Woodpecker,Dryocopus pileatus,landbird,Piciformes,Picidae,,1,1,0,0,R,,,3,"PIFcalc19-bbs0615,ona0105",,"2,600,000","2,600,000","2,600,000","2,600,000",2010.5,"PIFcalc19-bbs0615,ona0105",,1,"5,905,279",Natureserve 3.0,,1,"5,905,279",Natureserve 3.0,,2,PIFTC-02; PIFSC-CVS 2022,DD='species relatively tolerant of human activities or land use trends.,2,M-H,2,PIFTC-02; PIFSC-CVS 2022,DD='species relatively tolerant of human activities or land use trends.,2,H,1,"BBS7021-AS,JS",,120.19,1.56,1.28,1.91,1,22.28,1.56,1.18,2.09,1,13,core,0.63,2914,0.78,2284.56,,7,7,7,,,yes,,Nearctic,Nearctic,Forests:  Temperate Generalist,,Forests:  Temperate Generalist,
1001,Crimson-bellied Woodpecker,Campephilus haematogaster,landbird,Piciformes,Picidae,,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,4,"273,669",NatureServe,,4,"273,669",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,17,17,17,Red Watch List; Tipping Point,,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1002,Crimson-crested Woodpecker,Campephilus melanoleucos,landbird,Piciformes,Picidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,1,"11,134,074",NatureServe,,1,"11,134,074",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,11,11,11,,,,,South American Lowlands,South American Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1003,Pale-billed Woodpecker,Campephilus guatemalensis,landbird,Piciformes,Picidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,3,"892,720",Natureserve 3.0,,3,"892,720",Natureserve 3.0,,3,MX-NSAC,,,,3,MX-NSAC,requires forest,,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,14,14,14,Yellow Watch List,,,,Mesoamerica,Mesoamerica,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1004,Ivory-billed Woodpecker,Campephilus principalis,landbird,Piciformes,Picidae,,0,1,0,0,R,,,5,PIFTC-02,,0?, -   , 0? , -   ,,PIFSC-16,,5,"3,572",Natureserve 3.0,,5,"3,572",Natureserve 3.0,,5,PIFTC-02,,,,5,PIFTC-02,,,,3,PIFSC-15,,,,,,,,,,,,,,,,,,,18,18,18,Red Watch List; Tipping Point,CR,,,Eastern Temperate,Eastern Temperate,Forests:  Temperate Eastern,,Forests:  Temperate Eastern,
1005,Imperial Woodpecker,Campephilus imperialis,landbird,Piciformes,Picidae,Monotypic.,0,0,1,0,R,,,5,PIFSC-08,"probably extinct, although recent unconfirmed sight records persist",,,,,,,,5,,MX-NSAC,no map; but very small range,5,,Natureserve 3.0,no map; but very small rangeKen comment: no map; but very small range,5,MX-NSAC,,,,5,MX-NSAC,probably extinct,,,5,MX-NSAC,,,,,,,,,,,,,,,,,,,20,20,20,Red Watch List; Tipping Point,CR (PE),,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,,Forests:  Mesoamerican Pine-Oak,
1006,Laughing Falcon,Herpetotheres cachinnans,landbird,Falconiformes,Falconidae,,0,0,1,1,R,,,3,PIFTC-02,,,,,,,,,1,"13,000,893",Natureserve 3.0,,1,"13,000,893",Natureserve 3.0,,3,PIFSC-08,,,,2,PIFTC-02,CB-Mexicans to score; uses disturbed habitats,,,3,PIF CAW 2014,,,,,,,,,,,,,,,,,,,10,9,10,,,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1007,Barred Forest-Falcon,Micrastur ruficollis,landbird,Falconiformes,Falconidae,,0,0,1,1,R,,,3,Gomez-Panjabi,"in suitable habitat in Manu, occurs in 1.5 pairs (3 birds) per sq km (Terborgh et al. 1990) -- thus only 166,666 sq of suitable habitat are needed to assign pop size of PS=3, and only 1,666,666 sq km of suitable habitat are need to assign PS=2 (~13% of ma",,,,,,,,1,"12,428,019",Natureserve 3.0,,1,"12,428,019",Natureserve 3.0,,4,MX-NSAC,,,,4,MX-NSAC,uses primary forest,,,5,PIF CAW 2014,"restricted to humid tropical forest interiors; Species tolerant to some deforestation, has been recorded in forests edge",,,,,,,,,,,,,,,,,,13,13,13,Yellow Watch List; Tipping Point,,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1008,Slaty-backed Forest-Falcon,Micrastur mirandollei,landbird,Falconiformes,Falconidae,Monotypic.,0,0,0,1,R,,,4,PIF CAW 2016,,,,,,,,,1,"5,314,861",NatureServe,,1,"5,314,861",NatureServe,,4,PIF CAW 2014,,,,4,PIF CAW 2014,,,,5,PIF CAW 2014,,,,,,,,,,,,,,,,,,,14,14,14,Yellow Watch List; Tipping Point,,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1009,Collared Forest-Falcon,Micrastur semitorquatus,landbird,Falconiformes,Falconidae,,0,0,1,1,R,,,3,Gomez-Panjabi,,,,,,,,,1,"13,217,495",Natureserve 3.0,,1,"13,217,495",Natureserve 3.0,,3,PIFTC-02,"CB-Mexicans to score; uses primary forest, more tolerant of other forest types (MX-NSAC).",,,3,PIFSC-08,"CB-Mexicans to score; uses primary forest, more tolerant of other forest types",,,4,PIF CAW 2014,,,,,,,,,,,,,,,,,,,11,11,11,,,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1010,Red-throated Caracara,Ibycter americanus,landbird,Falconiformes,Falconidae,Monotypic.,0,0,1,1,R,,,3,Rosenberg-17,Common bird throughout Amazonia -- PS has to be greater than 4 (KVR),,,,,,,,1,"8,108,594",Natureserve 3.0,,1,"8,108,594",Natureserve 3.0,,5,MX-NSAC,,,,5,MX-NSAC,extirpated,,,5,PIF CAW 2014,,,,,,,,,,,,,,,,,,,14,14,14,Orange Watch List; Tipping Point,,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1011,Crested Caracara,Caracara plancus,landbird,Falconiformes,Falconidae,,0,1,1,1,R,,,2,"PIFcalc19-eBird7017,bbs0615; STEM-21; Shaw-22",Shaw-22: divided unrounded US pop estimate by % of pop in US according to STEM-22 (which incorporates recent lumping) to extrapolate globally,"8,100,000","8,100,000","120,000","120,000",2010.5,PIFcalc19-bbs0615,Shaw-22: S. American split doesn't affect US-Ca pop size,1,"13,188,173",BirdLife 2021; Shaw-22,"Shaw-22: BirdLife hasn't lumped with Southern Caracara yet, so summed polygons for both pre-split taxa",1,"13,188,173",BirdLife 2021; Shaw-22,"Shaw-22: BirdLife hasn't lumped with Southern Caracara yet, so summed polygons for both pre-split taxa",2,PIFTC-02; PIFSC-CVS 2022,"DD='moderately vulnerable'  BNA supports that greatest threats are to nesting habitat.  CA and SA not considered; benefits from disturbance; some capture for trade in central MX, some hunting; some poisoning (MX-NSAC).",2,M-H,2,PIFTC-02; PIFSC-CVS 2022,"DD='relatively tolerant of human land uses'  BNA supports this statement outright.  CA and SA not mentioned in BNA as to threats; benefits from disturbance; some capture for trade in central MX, some hunting; some poisoning",2,H,2,MX-NSAC,,,,,,,,,,,,,,,,,,,7,7,7,,,,"b,w",Widespread,Widespread,Open Country:  Habitat Mosaic,,Open Country:  Habitat Mosaic,
1013,Yellow-headed Caracara,Milvago chimachima,landbird,Falconiformes,Falconidae,,0,0,0,1,R,,,2,PIF CAW 2016,,,,,,,,,1,"11,226,161",NatureServe,,1,"11,226,161",NatureServe,,1,PIF CAW 2014,,,,1,PIF CAW 2014,,,,1,PIF CAW 2014,,,,,,,,,,,,,,,,,,,5,5,5,,,yes,,Neotropical,Neotropical,Open Country:  Habitat Mosaic,Grasslands:  Tropical,Open Country:  Habitat Mosaic,Grasslands:  Tropical
1015,American Kestrel,Falco sparverius,landbird,Falconiformes,Falconidae,,1,1,1,1,M,,,2,"PIFcalc19-eBird7017,bbs0615,ona0105",,"9,200,000","9,200,000","2,800,000","2,800,000",2010.5,"PIFcalc19-bbs0615,ona0105",,1,"24,137,348",Natureserve 3.0,,1,"19,001,139",Natureserve 3.0,,3,PIFSC-Dec-08; PIFSC-CVS 2022,"DD= 'pops demsonstrably secure'.  BNA supports that rangewide, the species is not under immenent habitat threats.  CA/SA not considered; Rosenberg: continued loss of open habitats to development; moderate threats similar to other early successional species.",2,H,2,PIFTC-02; PIFSC-CVS 2022,"DD= 'pops demsonstrably secure'.  BNA supports that rangewide, the species is not under immenent habitat threats.  CA/SA not considered",2,H,4,"BBS7021-AS,JS",,-44.56,-1.15,-1.39,-0.77,1,-12.79,-1.36,-2.42,-0.75,1,10,core,0.62,3758.5,0.76,2860.5,,10,9,10,,,,"b,w",Widespread,Widespread,Open Country:  Habitat Mosaic,,Open Country:  Habitat Mosaic,Open Country:  Developed/Disturbed
